Latitude,Longitude ,State,Police Department,Requires De-Escalation,"(Policy Language) Requires De-Escalation: Does the policy require officers to de-escalate situations, when possible?",Bans Chokeholds and Strangleholds,"(Policy Language) Bans Chokeholds and Strangleholds: 
 Are chokeholds and strangleholds (including carotid restraints) explicitly prohibited, except in situations where deadly force is authorized?",Duty to Intervene,"(Policy Language) Duty to Intervene: 
 Are officers required to intervene when witnessing another officer using excessive force?",Warn Before Shooting,"(Policy Language) Warn Before Shooting: 
 Are officers required to give a verbal warning before shooting someone, when possible?",Moving Vehicles,"(Policy Language) Moving Vehicles: 
 Are officers prohibited from shooting at people in moving vehicles unless the subject presents a separate deadly threat other than the vehicle itself?",Comprehensive Reporting,"(Policy Language) Comprehensive Reporting: 
 Are all uses of force required to be reported, including the pointing of a firearm at a civilian?",Requires Exhaust Other Means Before Deadly Force,(Policy Language) Does the require officers to exahust all other possible means before resorting to deadly force?,Is a Force Continuum or Matrix included?,"(Policy Language) Is a Force Continuum or Matrix included in the Policy, defining the types of force/weapons that can be used to respond to specific types of resistance? (Y//N)",Year of most recent policy,Combined Total Number of Policies,Number of Police Killings (2015-April 2016),Police Killings Rate,Total Population,Black Population,White Non-Hispanic Population,All Law Enforcement Employees,Total Officers,Officers per 10k population,Violent Crime Rate,The Guardian fatal shootings,percent_black_population,percent_white_population
,,New York,Rochester,0,No.,0,No.,0,No.,0,No.,0,"No. ""Discharge of a firearm from or at a moving vehicle is prohibited
unless the member reasonably believes that the occupant(s) of the
vehicle are using or are about to use deadly physical force against the
member or another person. Therefore, shooting at a fleeing vehicle
that is traveling away from the member and is no longer a threat to
the member or a third person is prohibited.""",0,No. Pointing a weapon at a civilian is not required to be reported.,0,"No. ""Members of the Rochester Police Department (RPD) may use deadly
physical force, as defined by Article 10 of the New York State Penal
Law, only when the use of deadly physical force is necessary to
defend the member or another person from what the member
reasonably believes to be the use or imminent use of deadly physical
force.""",1,Yes.,2015,1,2,9.498254696,210565,83346,79178,879,741,35.2,8.4,1,0.395820768,0.376026405
,,Texas,San Antonio,1,"Yes. 05.F.A: If circumstances allow, Officers should attempt to de-escalate tense situations through _advisements,
 warnings, verbal persuasion, and other tactics_ to reduce the need for force.",0,"No
 Does not explicitly ban chokeholds, authorizes strangleholds as deadly force.
 D. A lateral vascular neck restraint (LVNR) shall not be used unless deadly force is authorized.",1,"Yes
 .05.G: Any officer present and observing another officer using force that is clearly beyond that which is reasonable under
 the circumstances shall, when in a position to do so, safely intercede to prevent the use of such excessive force.
 Officers shall immediately report these observations to a supervisor.",0,No.,0,"No.
 Officers allowed to fire at a moving vehicle:
 3. At or from a moving vehicle, except as the ultimate measure of self-defense or defense of another. Officers should employ all reasonable means available to move to an area of safety if the vehicle becomes a threat, including retreating from the threat, if practical.",0,"No.
 Officers not required to report when they point a firearm at a civilian, unless it discharges.
 
 C. Although an officer_s presence, verbal communication, open/empty hands control techniques, or the brandishing or displaying of a weapon does not require the completion of SAPD Form #62-UOF, Use of Force Report, the details must be documented in the officer_s report.",0,"No. ""Officers shall use only the level of force necessary to accomplish a lawful police objective.""",1,Yes.,2012,3,8,6.026787564,1327407,83365,353106,2949,2303,17.3,5.4,7,0.062802893,0.266011856
,,California,San Bernardino,1,"Yes. ""Officers should use verbal techniques to deescalate confrontations.""",0,"No. Chokeholds banned but not carotid restraints. ""300.3.4 CAROTID CONTROL HOLD
The proper application of the carotid control hold may be effective in restraining a violent or combative individual.""",1,"Yes. ""300.2.1 DUTY TO INTERCEDE
Any officer present and observing another officer using force that is clearly beyond that which
is objectively reasonable under the circumstances shall, when in a position to do so, intercede
to prevent the use of unreasonable force. An officer who observes another employee use force
that exceeds the degree of force permitted by law shall promptly report these observations to a
supervisor.""",1,"Yes. ""a verbal warning should precede the use of deadly force, when feasible",0,"No. ""300.4.1 SHOOTING AT OR FROM MOVING VEHICLES
Shots fired at or from a moving vehicle are rarely effective. Officers should move out of the path of
an approaching vehicle instead of discharging their firearm at the vehicle or any of its occupants.
An o",0,No. Pointing a weapon at a civilian is not required to be reported.,0,"No. ""Officers should use only that amount of force that reasonably appears necessary""",1,Yes.,1996,4,3,14.29088623,209924,29897,39977,500,350,16.7,9.9,3,0.142418208,0.190435586
,,California,San Diego,0,"No. States that de-escalation or disengagement may be used but does not require it. ""Disengagement or de-escalation is a tactic that an
officer may employ in an attempt to resolve the situation. If an officer does not
have adequate recourses to safely control a situation, or if disengagement or deescalation
would assist in resolving a situation with a lower force level, an
officer may disengage from the incident or de-escalate the force option.
Disengagement or de-escalation may require an officer to move to a tactically
sound position and wait for additional resources. Disengagement or deescalation
may not be possible. """,0,"No. Doesn't mention chokehold and allows carotid restraints in non-deadly force situations: ""Greater Controlling Force - the force needed to control a subject who engages in
active resistance. This level of force may involve the use of techniques such as
takedowns, distractions techniques, chemical agents, and the carotid restraint.""",0,No.,1,"Yes. ""A verbal warning to submit to the authority of the officer shall be given
prior to the use of a firearm, if feasible, and if doing so would not increase
the danger to the officer or other persons.""",0,"No. ""Officers shall not discharge a firearm at an occupant of a vehicle unless:
a. The officer has probable cause to believe that the subject or the
vehicle poses an immediate threat of death or serious physical
harm to the officer and there is no reasonable alternative for
the officer to avoid the harm; or,
b. The officer has probable cause to believe that the subject or the
vehicle poses an immediate threat of death or serious physical
harm to other persons.
7. Officers shall not knowingly position themselves in the path of a moving
vehicle.""",0,"No. Pointing a weapon at a civilian is not required to be reported. ""Reportable Force _ For reporting purposes, the following are considered use of force:
 1. Any force option, control hold or weaponless defense technique applied to a person, or any force that causes injury or complaint of injury to either the officer or the subject being restrained.
 2. Discharge of a firearm in an official capacity;
 3. Discharge of a taser;
 4. Use of the baton, police nunchaku (O.P.N.), or other impact weapons where the suspect has been struck;
 5. Use of any type of chemical agent (mace, OC, etc.);
 6. Use of carotid restraint;
 7. Use of Police Service Dog when a bite or other injury occurs;
 8. Use of maximum restraint with the cordcuff;
 9. Use of the safety control chair as outlined in Department Procedure 6.01 (Handcuffing, Searching and Transporting Procedures);
 10. Use of restraint car seats as outlined in Department Procedure 6.01 (Handcuffing, Searching and Transporting Procedures);
 11. Handcuffing - When the officer overcomes physical resistance to applying the handcuffs; and,
 12. Use of _specialty munitions_ as defined in DP 1.36."" p. 6",0,"No. ""Only force that is reasonable to overcome resistance may be used to affect a detention or
an arrest, or take a mentally ill or emotionally disturbed person into protective custody.""
""The central
inquiry in every use of force case is whether the amount of force used by the officer was
objectively reasonable in light of the particular circumstances faced by the officer.""",1,Yes.,2012,2,8,6.119005478,1307402,82497,589702,2516,1863,14.2,3.8,8,0.063099949,0.451048721
,,California,San Francisco,0,"No.
 The use of some de-escalation techniques ""may be"" used, but no affirmative requirement or statement that they ""should"" or ""shall"" be used.
 G VERBAL PERSUASION AS A MEANS OF EFFECTING CUSTODY
 L The practice of courtesy in all public contact encourages understanding and cooperation; lack of courtesy arouses resentment and often physical
 resistance. Simple directions which are complied with while you merely accompany the subject are by far the most desirable method of dealing with an arrest situation. Control may be achieved through advice, persuasion and warnings before resorting to actual physical force.",0,"No.
 Bans chokeholds, stranglehold authorized when lesser restraint would be ineffective.
 H.4.A: Choking by means of pressure on the subject's trachea is a prohibited practice.
 B. Rendering a subject unconscious by applying pressure to the carotid
 artery is permissible only when lesser types of restraint would be
 ineffective (see Section L, J.).",0,"No.
 No explicit requirement to report or intervene when witnessing excessive force.",1,"Yes
 Use of Firearms 3.C: 3. VERBAL WARNING. If feasible, and if to do so would not increase the danger to the officer or others, a verbal warning to submit to the authority of the officer shall be given prior to the use of deadly force.",0,"No.
 5.c.2: Officers can shoot at person in moving vehicle - ""If the operator of the moving vehicle is threatening the officer with imminent danger of death or serious bodily injury by means of the vehicle, and the officer has no reasonable and apparent way to retreat or .otherwise move to a place of safety.""",1,"Yes
 Use of Firearms Section D: While the original policy states that officers not required to report when they point a firearm at a civilian, unless it discharges, as of December 11 a new department policy has made pointing firearm now a reportable use of force http://sf-police.org/index.aspx?recordid=1411&page=3763",0,No.,1,Yes.,2015,3,9,11.17686141,805235,46781,337451,2629,2250,27.9,8,7,0.058096084,0.419071451
,,California,San Jose,0,"No. - Officers need not retreat or desist in the reasonable use of force. There is no requirement that officers use a lesser intrusive force option before progressing to a more intrusive one, as long as the force option used is objectively reasonable under the circumstances at that time. When confronted by force or resistance, an officer may use an objectively reasonable higher level of force to overcome that resistance.",0,"No. Policy does not explicitly ban chokeholds and authorizes carotid restraints in some circumstances: ""The ""Carotid Restraint,"" in which pressure is applied to the sides of a suspect's neck compressing the carotid arteries, is authorized.
The ""Carotid Restraint"" may be used when other control techniques have failed or are inappropriate and deadly force may become objectively reasonable if the ""Carotid Restraint"" is not used.""",0,No.,0,No.,0,"No. ""Shooting at the driver or occupant of a moving vehicle in self-defense or the defense of another is an option only if:
- The officer reasonably believes he or she, or another person, cannot move to a safe position, and
- There are no other safe and viable options available, and
- It is in defense of the life of the officer or another person.""",0,"No. Pointing a weapon at a civilian is not required to be reported. Also: ""EXCEPTIONS TO REPORTABLE FORCE: The use of a firm grip control which does not result in injury, the appearance of injury or complaint of pain (e.g., the use of a grip to control the suspect's hands while searching or handcuffing); or that force reasonable to overcome resistance due to physical disability or intoxication, which does not result in injury, the appearance of injury or complaint of pain (e.g., lifting an intoxicated person to a standing position).""",0,"No. - Officers need not retreat or desist in the reasonable use of force. There is no requirement that officers use a lesser intrusive force option before progressing to a more intrusive one, as long as the force option used is objectively reasonable under the circumstances at that time. When confronted by force or resistance, an officer may use an objectively reasonable higher level of force to overcome that resistance.",1,Yes.,2008,1,7,7.400030869,945942,27508,271382,1624,1259,13.3,3.2,7,0.029080007,0.28689074
,,California,Santa Ana,0,No.,0,No.,0,No.,1,"Yes. ""If feasible, prior to using force, which carries a significant risk of serious injury, officers are recommended
to give warning that such force may be used. If a warning is not feasible, officers should document why it
was not practical to do so.""",0,"No. ""An officer shall not discharge a firearm at or from a moving vehicle except as the ultimate
measure of self-defense or defense of another when the suspect is using deadly force other than
the vehicle.
When the vehicle is the deadly force, a firearm is not likely to safely stop the assault and is
discouraged unless it reasonably appears to the officer that there are no other safe and viable
alternatives available (e.g., the inability to move out of the way).""",0,"No. Pointing a weapon at a civilian is not required to be reported. ""IV. Reporting Procedures
It is the intent of this policy to outline the circumstances by which force is reported. All situations that
require the application of force to effect an arrest or restore order, shall be properly documented (officer's
report, supervisor_s use of force investigation report, administrative report, etc.). For example, if an
officer applies a control hold to gain or maintain control of subject, and there is neither injury nor
complaint of pain, the officer shall document the use of force in his/her report.""",0,"No. Reasonable force, but not only force that is necessary. ""Therefore, it is the policy of this department that officers shall use only that
amount of force which appears to be objectively reasonable, given the facts and circumstances perceived
by the officer at the time of the event, to effectively bring an incident under control.""
""Force used beyond that which is reasonable becomes excessive
and is prohibited.""",1,Yes.,Unknown,2,4,12.32559286,324528,3177,29950,623,353,10.9,3.7,4,0.009789602,0.092287877
,,Arizona,Scottsdale,0,No.,0,No.,0,No.,1,"Yes. ""If a warning is feasible under the circumstances and does not increase the risk
to the officer or other person, first identify yourself and give a warning to the
person before using deadly force. """,0,"No. ""1. Do not shoot at moving motor vehicles when all or part of the
vehicle is the primary target.
2. Only shoot at occupants of moving motor vehicles when
justified in using deadly force against the targeted occupant.
3. Do not place yourself in front of a moving vehicle simply to
justify using deadly force. """,0,No. Pointing a weapon at a civilian is not required to be reported.,0,"No. ""The USE of DEADLY FORCE by a peace officer against another is
justified*:
1. Only when the peace officer reasonably believes that it is
necessary""",1,Yes.,2003,2,1,4.600133404,217385,3484,182011,676,423,19.5,1.5,1,0.016026865,0.837274881
,,Washington,Seattle,1,"Yes
 8.100 - DE-ESCALATION
 Effective Date: 09/01/2015
 
 1. When Safe under the Totality of the Circumstances and Time and Circumstances Permit, Officers Shall Use De-Escalation Tactics in Order to Reduce the Need for Force
 
 De-escalation tactics and techniques are actions used by officers, when safe and without compromising law enforcement priorities, that seek to minimize the likelihood of the need to use force during an incident and increase the likelihood of voluntary compliance. (See Section 8.050.)
 
 When safe and feasible under the totality of circumstances, officers shall attempt to slow down or stabilize the situation so that more time, options and resources are available for incident resolution.
 
 When time and circumstances reasonably permit, officers shall consider whether a subject_s lack of compliance is a deliberate attempt to resist or an inability to comply based on factors including, but not limited to:
 
 * Medical conditions
 
 * Mental impairment
 
 * Developmental disability
 
 * Physical limitation
 
 * Language barrier
 
 * Drug interaction
 
 * Behavioral crisis
 
 An officer_s awareness of these possibilities, when time and circumstances reasonably permit, shall then be balanced against the facts of the incident facing the officer when deciding which tactical options are the most appropriate to bring the situation to a safe resolution.
 
 Mitigating the immediacy of threat gives officers time to utilize extra resources, and increases time available to call more officers or specialty units.
 
 The number of officers on scene may increase the available force options and may increase the ability to reduce the overall force used.
 
 Other examples include:
 
 * Placing barriers between an uncooperative subject and an officer
 
 * Containing a threat
 
 * Moving from a position that exposes officers to potential threats to a safer position
 
 * Decreasing the exposure to potential threat by using
 
 - Distance
 
 - Cover
 
 - Concealment
 
 * Communication from a safe position intended to gain the subject_s compliance, using:
 
 - Verbal persuasion
 
 - Advisements
 
 - Warnings
 
 * Avoidance of physical confrontation, unless immediately necessary (for example, to protect someone, or stop dangerous behavior)
 
 * Using verbal techniques, such as Listen and Explain with Equity and Dignity (LEED) Training, to calm an agitated subject and promote rational decision making
 
 * Calling extra resources to assist or officers to assist:
 
 - More officers
 
 - CIT officers
 
 - Officers equipped with less-lethal tools
 
 * Any other tactics and approaches that attempt to achieve law enforcement objectives by gaining the compliance of the subject",1,"Yes
 Bans chokeholds and strangleholds, except for cases when deadly force is authorized.
 8.050 - USE OF FORCE DEFINITIONS Neck and carotid restraints may only be used when deadly force is authorized.",1,"Yes
 5.002.6: Employees Must Otherwise Report Misconduct
 
 Employees must report both any conduct that a reasonable officer would believe is misconduct and any allegations of misconduct brought to their attention that fall outside those areas listed in above to a supervisor or directly to OPA.
 
 This reporting requirement also applies to allegations of uses of force that have not yet been reported.
 
 Employees, who witness or become aware of misconduct or a complaint of misconduct, shall take action to prevent aggravation of the incident or the loss of evidence that could prove or disprove misconduct.
 
 All employees observing dangerous or criminal misconduct or abuse shall intervene to stop it.
 http://www.seattle.gov/police-manual/title-5---employee-conduct/5002---responsibilities-of-employees-concerning-complaints-of-possible-misconduct",1,"Yes
 8.200 - USING FORCE
 5. Deadly Force May Be Used to Prevent the Escape of a Fleeing Suspect Only When an Objectively Reasonable Officer Would Believe That it Is Necessary and That There is Probable Cause That:
 
 * The officer has given a verbal warning to the suspect, if time, safety, and circumstances permit.",0,"No.
 Officers allowed to shoot at moving vehicles without seperate deadly threat on case by case basis.
 8300.8. Officers Shall Not Fire at or From a Moving Vehicle
 
 Firearms shall not be discharged at a moving vehicle unless a person in the vehicle is immediately threatening the officer or another person with deadly force by means other than the vehicle. The moving vehicle itself shall not presumptively constitute a threat that justifies an officer_s use of deadly force.
 
 An officer threatened by an oncoming vehicle shall, if feasible, move out of its path instead of discharging a firearm at it or any of its occupants.
 
 Officers shall not discharge a firearm from a moving vehicle unless a person is immediately threatening the officer or another person with deadly force.
 
 Note: It is understood that the policy in regards to discharging a firearm at or from a moving vehicle may not cover every situation that may arise. In all situations, Department members are expected to act with intelligence and exercise sound judgment, attending to the spirit of this policy and to the Department_s use-of-force principles. Any deviations from the provisions of this policy shall be examined rigorously on a case-by-case basis. The involved officers must be able to articulate clearly the reasons for the use of deadly force.
 
 Factors that may be considered include:
 
 * Whether the officer_s life or the lives of others were in immediate peril
 
 * And if there was no reasonable or apparent mean of escape",1,"Yes
 8300.9. Pointing a Firearm at a Person is Type I Reportable Force
 
 Officers shall document all incidents where they point a firearm at a person. See Section 8.400.
 
 Unholstering or displaying a firearm _ including in a sul or low-ready position _ without pointing it at a person is not reportable force.
 
 8400.1. Officers Shall Report All Uses of Force Except De Minimis Force
 
 Officers shall thoroughly document all reportable uses of force to the best of their ability, including a description of each force application.
 
 The Department recognizes the inherent limitations on perception and recall following tense and rapidly evolving circumstances.",0,"No. - 1. ""It is the policy of the Seattle Police Department to accomplish the police mission with the cooperation of the public and as effectively as possible, and with minimal reliance upon the use of physical force."" And - ""The community expects and the Seattle Police Department requires that officers use only the force necessary to perform their duties and that such force be proportional to the threat or resistance of the subject under the circumstances.""",1,Yes.,2015,6,4,6.571813492,608660,47113,403578,1861,1344,22.1,6,3,0.077404462,0.663059836
,,Washington,Spokane,0,"No. ""While the ultimate objective of every law enforcement encounter is to avoid or minimize injury, nothing in this policy requires an officer to retreat or be exposed to possible physical injury before applying reasonable force.""",0,"No. The ""neck restraint control hold"" is regulated as a form of force acceptable under situations that do not call for deadly force.",1,"Yes. ""Any officer present and observing another officer using force that is clearly beyond that which is objectively reasonable under the circumstances shall, when in a position to do so, intercede to prevent the use of unreasonable force. An officer who observes another employee use force that exceeds the degree of force permitted by law should promptly report these observations to a supervisor.""",1,"Yes. Warning is required in situations where the subject is a ""fleeing felon.""",0,"No. ""Shots fired at or from a moving vehicle are rarely effective. Officers should move out of the path of an approaching vehicle instead of discharging their firearm at the vehicle or any of its occupants. An officer should only discharge a firearm at a moving vehicle or its occupants when the officer reasonably believes there are no other reasonable means available to avert the threat of the vehicle, or if deadly force other than the vehicle is directed at the officer or others. Officers should not shoot at any part of a vehicle in an attempt to disable the vehicle.""",0,"No. No specification of this, and the definition of ""force"" does not appear to include pointing a weapon: ""Force: The application of physical techniques or tactics, chemical agents or weapons to another person. It is not a use of force when a person allows him/herself to be searched, escorted, handcuffed or restrained.""",0,"No. (though ""reasonableness"" standard used for deadly force) ""Standard 2.1:
Officers of the Spokane Police Department shall be aware of their lawful authority to use that force reasonably necessary in securing compliance with their lawful enforcement duties.""
""An officer may use force which reasonably appears to be necessary to effect an arrest if, after notice of the intention to arrest the person, he/she either flees or forcibly resists (RCW 10.31.050).""
""Use of deadly force like any force used by an officer, must be objectively reasonable based
 on the totality of the fact and circumstances known to the officer at the time the force is
used.
The ""reasonableness"" of force will be judged from the perspective of a reasonable officer
on the scene at the time of the incident.""",1,Yes.,2013,3,3,14.3598384,208916,4643,175482,,290,13.9,5.5,2,0.022224243,0.839964388
,,Missouri,St. Louis,0,"No.
 No requirement to de-escalate situations, when possible.",0,"No.
 Does not explicitly ban chokeholds or strangleholds (i.e. Carotid Restraints).",0,"No.
 No explicit requirement to report or intervene when witnessing excessive force.",1,"Yes
 C. 4. Identification as Officer and Verbal Warning
 Before shooting at a suspect, an officer will identify him/herself as an officer and state his/her intent to shoot, whenever possible.",1,"Yes
 Categorical prohibition on shooting at moving vehicles. As such, moving out of the way shuold not impact decisions of whether or not to shoot.
 C. 3.A: Shooting At Moving Vehicles or Suspects in Vehicles
 a.An officer will not discharge a firearm at or from a moving vehicle, nor at a suspect in a moving vehicle .",0,"No.
 Officers not required to report when they point a firearm at a civilian, unless it discharges.
 
 Section VIIA. GENERAL - FIREARM DISCHARGED/OTHER DEADLY FORCE (1.3.6.a)
 An officer will, if able, submit an Intra-Department Memorandum with complete details through
 the chain of command to his/her Commander within 24 hours whenever he/she:
 1. discharges his/her firearm other than during qualification or training;
 2. accidentally causes property damage or personal injury while qualifying or training at the Department firearms range or during private use (hunting, target practice, etc.);
 3. uses other weapons or equipment as deadly force; or
 4. witnesses any portion of anportion of an incident in which a firearm has been discharged or other deadly force has been used.",0,"No. - 9.401 - ""Officers will use the least amount of force reasonably necessary to effectively bring 
 an incident under control, while protecting the lives of the officers and others.""",1,Yes.,2014,3,6,18.79145866,319294,156389,134702,1920,1363,42.7,16.8,5,0.489796238,0.421874511
,,Minnesota,St. Paul,1,"Yes. ""Control may be achieved through presence of the officer, verbalization and/or physical options, if necessary. Officers will view
the use of physical force as an option when other control options have failed or are unreasonable to
resort to under the circumstances. Any physical force used by an officer must be necessary and
reasonable under the circumstances.""",1,"Yes. ""Strangle Holds: A method or manner of applying deliberate physical pressure to the throat with
specific intent to restrict the individual_s air flow, whether done with hand or elbow; or,
deliberate pressure to the carotid artery area of the neck, for the same purpose. This method of
subject control is not a recommended physical force option due to the severity and risk of serious
injury or death. An officer should only employ this method in extreme circumstances,
defensively, and as a last resort, only, where _deadly force_ against the subject would otherwise
be justified.""",1,"Yes. ""When an employee who is not a supervisor becomes aware of possible misconduct by another member of this department, the employee shall
immediately notify a supervisor. Furthermore, an employee who observes serious misconduct shall
take appropriate action to cause the misconduct to immediately cease. The fact that a supervisor is
present and not taking appropriate action to stop the misconduct does not relieve other employees
present from this obligation.""",1,"Yes. ""Where reasonable, some type of warning should be given by the officer prior to initiating deadly force.""",0,"No. ""When a police vehicle is engaged in pursuit, no officer therein shall shoot from a moving vehicle at
the fleeing vehicle. It is best to attempt apprehension from a position of superior tactical advantage, if
possible, by using police communications and cooperative police work rather than by firing at a
moving vehicle. The officer must consider the obvious danger of firing at a moving vehicle, since
bullets may miss their target and/or the driver may lose control. Such risks, in most cases, advise
against firing or from a moving vehicle. An officer is instructed, however, that certain circumstances
may warrant such drastic action, and that a moving vehicle should not become a sanctuary for
suspects against whom the officer is otherwise justified in using deadly force.""",1,"Yes. ""Anytime an officer points their firearm directly at another person, it is considered a reportable use of
force and will be documented in a police report.""",1,"Yes. ""Control may be achieved through advice, warnings, and persuasion, and/or by the use of physical force. While the use of reasonable physical
force may be necessary in situations which cannot be otherwise controlled, physical force may not be resorted to unless other reasonable alternatives have been exhausted or would clearly be ineffective under the particular circumstances. Physical force is permissible in situations in which the events
give rise to a reasonable belief the officer or others may be harmed. Personnel will use only the force necessary to affect lawful objectives.""

""An officer shall resort to deadly force only when necessary.
An officer is equipped with a firearm to defend society and the officer, and fellow officers, against
deadly force. Despite facts and circumstances which may authorize the use of deadly force in any
given situation, an officer shall use only that amount of force necessary. Where practicable and
reasonable to do so, an officer shall seek to use other reasonable means of apprehension, control, or
defense before resorting to any form of deadly force. In reference specifically to firearms, an officer
shall threaten the discharge of and/or discharge a firearm only when necessary.""",1,Yes.,2012,7,3,10.52380485,285068,43620,159437,773,592,20.8,6.6,3,0.153016122,0.559294624
,,Florida,St. Petersburg,1,"Yes. De-escalation is required by the following provisions: ""It is also the policy of the St. Petersburg Police Department that officers shall exhaust all other reasonable means of apprehension, or defense of themselves or another, before resorting to the use of deadly force"" and ""Officers will attempt to gain voluntary compliance through the use of verbal techniques, priort to employing physical force."" and ""Upon the lowering or elimination of resistance by the subject, officers shall similarly reduce their use of force while maintaining control of the subject.""",1,"Yes. ""Officers shall not, at any time, obstruct the breathing or carotid blood flow of a person by applying any pressure, obstruction or chokehold.""",0,No.,1,"Yes. Warning is required in situations where the subject is a ""fleeing felon.""",1,"Yes. ""Officers shall not fire at a moving vehicle or any occupant of a moving vehicle. The officer_s use of deadly force may be justified if the occupant of a moving vehicle poses an immediate threat with a firearm or fires upon an officer or another, and all other reasonable means to avoid the danger have failed.""",0,No. Although officers are directed not to draw their weapons unless they need to use them.,1,"Yes. ""It is the policy of the St. Petersburg Police Department that the use of force in any situation shall be limited to the force which is needed to halt aggressive actions and/or to overcome specific resistance by the subject in order to accomplish a lawful objective.

C. It is also the policy of the St. Petersburg Police Department that officers shall exhaust all other reasonable means of apprehension, or defense of themselves or another, before resorting to the use of deadly force.""

""The officer is justified in the use of any force which they reasonably believe to be necessary to defend themselves or another from bodily harm while making the arrest.""

""The employment of force beyond that which is necessary to control and apprehend the subject is unlawful, and subjects the Department and the officer to civil and/or criminal liability.""

""Deadly force is only permitted when other reasonable means to avoid danger have failed, or are impractical, and the officer reasonably believes that deadly force is immediately necessary to defend oneself or another from imminent danger of death or serious physical injury.""",1,Yes.,2013,6,1,4.085484681,244769,57489,157409,774,538,22,8.6,1,0.234870429,0.643092058
,,California,Stockton,0,No.,0,"No. Cartoid restraint is a type of ""other than deadly force"" which should be reported.",0,No.,0,No.,0,No.,0,No. Examples of force which require reporting are all methods involving physical contact.,0,"No. ""Department members may use reasonable force to make an arrest, prevent an escape, or overcome resistance. The type and degree of force used will be reasonable, based upon the facts of the situation. Only that force reasonable for the crime involved will be used.""",0,No.,2015,0,7,23.9966816,291707,33507,66836,532,342,11.7,13.3,5,0.114865259,0.229120316
,,Florida,Tampa,0,No.,0,No.,0,No.,0,No.,0,No.,0,"No. Pointing a weapon at a civilian is not required to be reported. Also: ""EXCEPTIONS TO REPORTABLE FORCE: The use of a firm grip control which does not result in injury, the appearance of injury or complaint of pain (e.g., the use of a grip to control the suspect's hands while searching or handcuffing); or that force reasonable to overcome resistance due to physical disability or intoxication, which does not result in injury, the appearance of injury or complaint of pain (e.g., lifting an intoxicated person to a standing position).""",0,"No. ""Officers are allowed to use only such force as is necessary to complete the arrest.""
""action must be tempered by good judgment, common sense, restraint, and understanding.""",1,Yes.,2014,1,4,11.91508122,335709,83032,155552,1245,952,28.4,5.8,3,0.247333256,0.463353678
,,Ohio,Toledo,0,No.,0,No.,0,No.,1,"Yes, per 7.2.1.c."" IF FEASIBLE, some warning has been given.""",1,"Yes, per 8.1.1.",0,"No, ""pointing a firearm"" is not mentioned, and the starting point for the continuum of physical control techniques is unclear. (""Balance displacement,"" for example.",0,"No. Reasonable, but not limited to only what is necessary. ""Officers are permitted to use only physical control techniques that are objectively reasonable...to accomplish lawful objectives.""
""an officer may use deadly force, only when the officer reasonably believes that the action is in the defense of human life, including the officer's own life, or in defense of any person in imminent danger of serious physical injury.""",1,Yes.,2015,3,1,3.481797164,287208,76820,176468,677,566,19.7,10.9,1,0.267471658,0.614425782
,,Arizona,Tucson,0,"No. ""Successful communication skills may prevent many physical confrontations from escalating
to higher levels. However, if resistance continues after using proper verbal and non-verbal
skills, the officer must be prepared to further escalate the use of force. """,0,No.,0,No.,0,No.,0,"No. ""At a moving vehicle unless deadly force, is being used against the officer or a third party. In
such cases, the deadly force shall be directed at the driver or occupant using the deadly
force. There is no presumption that a moving vehicle constitutes deadly force. Officers will
attempt to use tactics that will not put them in harms way and will make every reasonable
effort to move out of the path of a moving vehicle.""",0,No. Pointing a weapon at a civilian is not required to be reported.,1,"Yes. ""In any encounter where the use of force becomes necessary, only reasonable force will be used. Under
no circumstances will the force used be greater than necessary to achieve lawful objectives and
to conduct lawful public safety activities. ""
""Deadly force may only be used when an officer reasonably perceives an imminent threat of
serious physical injury or death to the officer or another person. When feasible, officers will
attempt to utilize lesser means of force prior to using deadly force. """,1,Yes.,2013,2,4,7.690592099,520116,23362,245323,1295,974,18.7,6.4,4,0.044916903,0.471669781
,,Oklahoma,Tulsa,0,No.,1,"Yes. ""The use of L VNR or a similar neck restraint is not authorized.""",0,No.,1,"Yes. ""When feasible, a verbal warning will be given to the offender prior to the use of deadly force.""",0,No.,0,"No. Pointing a weapon at a civilian is not required to be reported. ""A report must be submitted whenever an employee takes an action that results in, or is
alleged to have resulted in, injury or death of another person. This report will be either a
Use of Force Report, an Interoffice Correspondence, or a statement to the Detective
Division as outlined in this policy. If serious bodily injury or an injury that could result
in death occurs, this report will be completed by Detective Division as outlined in C.6.
Field supervisors will ensure that reports on any other injuries are completed.""",0,"No. ""The use of unnecessary or excessive force will result in departmental discipline and may create
personal liability for the officer with civil and/or criminal penalties. Actions that do not meet
the spirit of this policy will neither be condoned nor tolerated merely because the acts were
lawful.""",1,Yes.,2014,3,1,2.551632279,391906,61230,227021,881,783,20,8.1,0,0.156236444,0.579274112
